ID;ACTIVE;NAME;DESCRIPTION;SHORT_DESCRIPTION;META_TITLE;META_KEYWORDS;META_DESCRIPTION;IMAGE_URL
1247;1;Tristar;;;;;;
1249;1;UBOT;;;;;;
1250;1;"Under Bed Store";;;;;;
1251;1;"Unfreeze Pad";;;;;;
1252;1;Vesta;;;;;;
1253;1;"Vibro Relax";;;;;;
1254;1;"Vintage Coconut";;;;;;
1255;1;Voluma;;;;;;
1257;1;VudúKnives;;;;;;
1258;1;"Walk Genie";;;;;;
1260;1;"Warm Hug Feet";;;;;;
1261;1;"Water Blast Cleaner";;;;;;
1262;1;"Water Bullet Cannon";;;;;;
1263;1;"Water Proof Shield";;;;;;
1264;1;"Winchill Server";;;;;;
1265;1;X6;;;;;;
1266;1;"Xtra Battery";;;;;;
1267;1;"XXL Hose";;;;;;
1268;1;"XXL Ladder";;;;;;
1269;1;Yogu·Joy;;;;;;
1272;1;"Zap Nap";;;;;;
1275;1;4711;;;;;;
1276;1;"Abril Et Nature";;;;;;
1277;1;"Acqua Di Parma";;;;;;
1278;1;Adidas;;;;;;
1279;1;"Adolfo Dominguez";;;;;;
1280;1;"Agatha Ruiz De La Prada";;;;;;
1281;1;Alaïa;;;;;;
1282;1;Alterna;;;;;;
1283;1;"Alvarez Gomez";;;;;;
1284;1;"Alyssa Ashley";;;;;;
1285;1;"American Crew";;;;;;
1286;1;"Angel Schlesser";;;;;;
1288;1;"Antonio Banderas";;;;;;
1289;1;Aquolina;;;;;;
1290;1;Aramis;;;;;;
1291;1;"Aramis Lab Series";;;;;;
1292;1;"Armand Basi";;;;;;
1293;1;Armani;;;;;;
1294;1;Arnette;;;;;;
1295;1;Atkinsons;;;;;;
1296;1;Aveda;;;;;;
1297;1;Azzaro;;;;;;
1298;1;Babaria;;;;;;
1299;1;Babyliss;;;;;;
1300;1;Balenciaga;;;;;;
1301;1;Balmain;;;;;;
1302;1;Beyu;;;;;;
1303;1;Biotherm;;;;;;
1304;1;Boucheron;;;;;;
1305;1;"Britney Spears";;;;;;
1306;1;"Bruno Banani";;;;;;
1307;1;Burberry;;;;;;
1308;1;Bvlgari;;;;;;
1309;1;"By Terry";;;;;;
1310;1;Cacharel;;;;;;
1311;1;"Calvin Klein";;;;;;
1312;1;Carita;;;;;;
1313;1;"Carolina Herrera";;;;;;
1314;1;Carrera;;;;;;
1315;1;Cartier;;;;;;
1316;1;Cartoon;;;;;;
1317;1;Cerruti;;;;;;
1318;1;Chanel;;;;;;
1319;1;"Chanson D'Eau";;;;;;
1320;1;Chloe;;;;;;
1321;1;Chopard;;;;;;
1322;1;Clarins;;;;;;
1323;1;Clatronic;;;;;;
1324;1;Clinique;;;;;;
1325;1;Collistar;;;;;;
1326;1;"Concept V Design";;;;;;
1327;1;Courreges;;;;;;
1328;1;Creed;;;;;;
1329;1;Crossmen;;;;;;
1330;1;Custo;;;;;;
1331;1;Davidoff;;;;;;
1332;1;Decleor;;;;;;
1333;1;Diesel;;;;;;
1334;1;Dior;;;;;;
1335;1;"Dolce & Gabbana";;;;;;
1336;1;"Don Algodon";;;;;;
1337;1;"Donna Karan";;;;;;
1338;1;Dsquared2;;;;;;
1339;1;"Ed Hardy";;;;;;
1340;1;"El Charro";;;;;;
1341;1;"Elie Saab";;;;;;
1342;1;"Elizabeth Arden";;;;;;
1343;1;"Emanuel Ungaro";;;;;;
1344;1;"Emporio Armani";;;;;;
1345;1;"Ermenegildo Zegna";;;;;;
1346;1;Escada;;;;;;
1347;1;"Estee Lauder";;;;;;
1348;1;Eucerin;;;;;;
1349;1;Faberge;;;;;;
1350;1;Fendi;;;;;;
1351;1;Ferrari;;;;;;
1352;1;Floïd;;;;;;
1353;1;Fructis;;;;;;
1354;1;Garnier;;;;;;
1355;1;"Geoffrey Beene";;;;;;
1356;1;Gewürztraminer;;;;;;
1357;1;Ghd;;;;;;
1358;1;"Gianfranco Ferre";;;;;;
1359;1;Gillette;;;;;;
1360;1;Giorgio;;;;;;
1361;1;Givenchy;;;;;;
1362;1;Gres;;;;;;
1363;1;Gucci;;;;;;
1364;1;Guerlain;;;;;;
1365;1;"Guy Laroche";;;;;;
1366;1;"Helena Rubinstein";;;;;;
1369;1;"Hugo Boss-boss";;;;;;
1370;1;"Issey Miyake";;;;;;
1371;1;"James Bond 007";;;;;;
1372;1;"Jean Louis Scherrer";;;;;;
1373;1;"Jean Paul Gaultier";;;;;;
1374;1;"Jennifer Lopez";;;;;;
1375;1;"Jesus Del Pozo";;;;;;
1376;1;"Jil Sander";;;;;;
1377;1;"Jimmy Choo";;;;;;
1378;1;"John Richmond";;;;;;
1379;1;Joop;;;;;;
1380;1;"Juicy Couture";;;;;;
1381;1;"Justin Bieber";;;;;;
1382;1;Juvena;;;;;;
1383;1;Kaloo;;;;;;
1384;1;Kanebo;;;;;;
1385;1;Kenzo;;;;;;
1386;1;Kerastase;;;;;;
1387;1;"L'Artisan Parfumeur";;;;;;
1388;1;"L'Oreal Professionnel Paris";;;;;;
1389;1;"L'Oreal Make Up";;;;;;
1390;1;"La Mer";;;;;;
1391;1;"La Perla";;;;;;
1392;1;"La Prairie";;;;;;
1393;1;Lacoste;;;;;;
1394;1;"Lady Gaga";;;;;;
1395;1;Lagerfeld;;;;;;
1396;1;Lancaster;;;;;;
1397;1;Lancôme;;;;;;
1398;1;Lanvin;;;;;;
1399;1;"Laura Biagiotti";;;;;;
1400;1;Loewe;;;;;;
1401;1;"Lolita Lempicka";;;;;;
1402;1;L'occitane;;;;;;
1403;1;Macadamia;;;;;;
1404;1;Madonna;;;;;;
1405;1;"Mandarina Duck";;;;;;
1406;1;"Marc Jacobs";;;;;;
1407;1;"Massimo Dutti";;;;;;
1408;1;Matrix;;;;;;
1409;1;Maybelline;;;;;;
1410;1;Micallef;;;;;;
1411;1;"Michael Kors";;;;;;
1413;1;Montblanc;;;;;;
1414;1;Moroccanoil;;;;;;
1415;1;Moschino;;;;;;
1416;1;"Narciso Rodriguez";;;;;;
1418;1;"Nikki Beach";;;;;;
1419;1;Nikos;;;;;;
1420;1;"Nina Ricci";;;;;;
1421;1;Noxzema;;;;;;
1422;1;Nuxe;;;;;;
1423;1;Oakley;;;;;;
1424;1;"Old Spice";;;;;;
1425;1;"One Direction";;;;;;
1426;1;Opi;;;;;;
1427;1;Orofluido;;;;;;
1428;1;"Oscar De La Renta";;;;;;
1429;1;Pacha;;;;;;
1430;1;"Paco Rabanne";;;;;;
1431;1;"Paloma Picasso";;;;;;
1432;1;Pantene;;;;;;
1433;1;Parlux;;;;;;
1434;1;"Paul Smith";;;;;;
1435;1;Penhaligon's;;;;;;
1436;1;"Philip B";;;;;;
1437;1;"Piz Buin";;;;;;
1438;1;Playboy;;;;;;
1439;1;Prada;;;;;;
1440;1;Puig;;;;;;
1441;1;Quorum;;;;;;
1442;1;"Ralph Lauren";;;;;;
1443;1;"Ramon Molvizar";;;;;;
1444;1;Ray-Ban;;;;;;
1445;1;Redken;;;;;;
1446;1;Revitalash;;;;;;
1447;1;Revlon;;;;;;
1448;1;"Roberto Cavalli";;;;;;
1449;1;Rochas;;;;;;
1450;1;"Roger & Gallet";;;;;;
1451;1;"Salvatore Ferragamo";;;;;;
1452;1;"Sarah Jessica Parker";;;;;;
1453;1;Schwarzkopf;;;;;;
1454;1;Sebastian;;;;;;
1455;1;"Seibella Queratina";;;;;;
1456;1;"Serge Lutens";;;;;;
1457;1;Shakira;;;;;;
1458;1;Shiseido;;;;;;
1459;1;"Shu Uemura";;;;;;
1460;1;Shunga;;;;;;
1461;1;Sisley;;;;;;
1462;1;"Sporting Brands";;;;;;
1463;1;Springfield;;;;;;
1464;1;Swarovski;;;;;;
1465;1;Tabac;;;;;;
1466;1;"Tangle Teezer";;;;;;
1467;1;"The Bluebeards Revenge";;;;;;
1468;1;"Thierry Mugler";;;;;;
1469;1;Tigi;;;;;;
1470;1;"Tom Ford";;;;;;
1471;1;"Tommy Hilfiger";;;;;;
1472;1;Tous;;;;;;
1473;1;Travalo;;;;;;
1474;1;Trussardi;;;;;;
1475;1;Valentino;;;;;;
1476;1;Valmont;;;;;;
1477;1;"Van Cleef & Arpels";;;;;;
1478;1;Vanderbilt;;;;;;
1479;1;Verino;;;;;;
1480;1;Versace;;;;;;
1481;1;"Victorio & Lucchino";;;;;;
1482;1;"Viktor & Rolf";;;;;;
1483;1;Wella;;;;;;
1484;1;"Yves Saint Laurent";;;;;;
1485;1;"Zippo Fragrances";;;;;;
1487;1;Retro;;;;;;
1488;1;"Soy Luna";;;;;;
1489;1;Batman;;;;;;
1490;1;Superman;;;;;;
1491;1;Ironman;;;;;;
1492;1;"Capitán América";;;;;;
1497;1;Bestway;;;;;;
1501;1;Apolyne;;;;;;
1502;1;Appetitissime;;;;;;
1503;1;Bitblin;;;;;;
1504;1;Hasendad;;;;;;
1505;1;Omnidomo;;;;;;
1506;1;Welzenter;;;;;;
1507;1;Radiant;;;;;;
1508;1;Hûggot;;;;;;
1509;1;Acer;;;;;;
1510;1;Aerocool;;;;;;
1511;1;AMD;;;;;;
1512;1;APC;;;;;;
1513;1;Apple;;;;;;
1514;1;approx!;;;;;;
1515;1;ASRock;;;;;;
1516;1;Asus;;;;;;
1517;1;BenQ;;;;;;
1518;1;Brother;;;;;;
1519;1;Canon;;;;;;
1520;1;Cherry;;;;;;
1521;1;CoolBox;;;;;;
1522;1;"Cooler Master";;;;;;
1523;1;D-Link;;;;;;
1524;1;Edimax;;;;;;
1525;1;"Energy Sistem";;;;;;
1526;1;Engel;;;;;;
1527;1;Epson;;;;;;
1528;1;"eyes to eyes";;;;;;
1529;1;Fujitsu;;;;;;
1530;1;Gigabyte;;;;;;
1531;1;"HANNS G";;;;;;
1532;1;Hitachi;;;;;;
1533;1;"Hewlett Packard";;;;;;
1534;1;iggual;;;;;;
1535;1;Intel;;;;;;
1536;1;Kaspersky;;;;;;
1537;1;Kingston;;;;;;
1538;1;Lenovo;;;;;;
1539;1;LG;;;;;;
1540;1;Lite-On;;;;;;
1541;1;Logitech;;;;;;
1542;1;Maxell;;;;;;
1544;1;Microsoft;;;;;;
1545;1;MSI;;;;;;
1546;1;NANOCABLE;;;;;;
1547;1;Netgear;;;;;;
1548;1;NEVIR;;;;;;
1549;1;NGS;;;;;;
1550;1;Panda;;;;;;
1551;1;Philips;;;;;;
1552;1;Plextor;;;;;;
1553;1;"Red Cooler";;;;;;
1555;1;Salicru;;;;;;
1556;1;Samsung;;;;;;
1557;1;SanDisk;;;;;;
1558;1;Seagate;;;;;;
1559;1;Tacens;;;;;;
1560;1;"Tech Air";;;;;;
1561;1;THERMALTAKE;;;;;;
1562;1;TomTom;;;;;;
1563;1;TooQ;;;;;;
1564;1;Toshiba;;;;;;
1565;1;TP-Link;;;;;;
1566;1;Traulux;;;;;;
1567;1;UBIQUITI;;;;;;
1568;1;Verbatim;;;;;;
1569;1;"Western Digital";;;;;;
1570;1;Zebra;;;;;;
1571;1;Honeywell;;;;;;
1572;1;POSIFLEX;;;;;;
1573;1;Omega;;;;;;
1574;1;Crucial;;;;;;
1575;1;WiFiSCAN;;;;;;
1576;1;3GO;;;;;;
1577;1;L-Link;;;;;;
1578;1;Mustek;;;;;;
1579;1;WIFISKY;;;;;;
1580;1;Detectalia;;;;;;
1581;1;PLATINET;;;;;;
1582;1;Nox;;;;;;
1583;1;B-Move;;;;;;
1584;1;"RASPBERRY PI";;;;;;
1585;1;Ewent;;;;;;
1586;1;Eminent;;;;;;
1587;1;Hiditec;;;;;;
1588;1;Monolyth;;;;;;
1589;1;SPC;;;;;;
1592;1;Hisense;;;;;;
1593;1;UNITECH;;;;;;
1594;1;"NO PROBLEM";;;;;;
1595;1;Optoma;;;;;;
1596;1;TAMTAM;;;;;;
1597;1;"WIKO MOBILE";;;;;;
1598;1;Bixolon;;;;;;
1599;1;"KEEP OUT";;;;;;
1600;1;SPEEDBLACK;;;;;;
1601;1;DURACELL;;;;;;
1602;1;DELOCK;;;;;;
1603;1;"AEG TELECOMUNICAÇOES";;;;;;
1604;1;Bit4id;;;;;;
1605;1;SteelSeries;;;;;;
1607;1;MIONIX;;;;;;
1608;1;WP;;;;;;
1609;1;Posiberica;;;;;;
1610;1;INTENSO;;;;;;
1611;1;BRIGMTON;;;;;;
1612;1;MEDIACOM;;;;;;
1613;1;Tomaleds;;;;;;
1614;1;GEMBIRD;;;;;;
1615;1;Billow;;;;;;
1616;1;Chenbro;;;;;;
1617;1;Fitbit;;;;;;
1618;1;Dell;;;;;;
1619;1;WifiFullRange;;;;;;
1620;1;Parrot;;;;;;
1621;1;SPORT-ELEC;;;;;;
1622;1;Prestigio;;;;;;
1623;1;Mikrotik;;;;;;
1624;1;TELEVES;;;;;;
1625;1;Cablexpert;;;;;;
1626;1;GIOTECK;;;;;;
1628;1;CTOUCH;;;;;;
1629;1;Grandstream;;;;;;
1630;1;GARMIN;;;;;;
1631;1;NZXT;;;;;;
1632;1;Thrustmaster;;;;;;
1633;1;Hercules;;;;;;
1634;1;Synology;;;;;;
1636;1;Huawei;;;;;;
1637;1;OZONE;;;;;;
1638;1;INNJOO;;;;;;
1639;1;GaBOL;;;;;;
1640;1;10POS;;;;;;
1641;1;Daga;;;;;;
1642;1;DRIFT;;;;;;
1643;1;HPE;;;;;;
1644;1;"Active Key";;;;;;
1646;1;"Bang & Olufsen";;;;;;
1647;1;"HARMAN KARDON";;;;;;
1648;1;NOOSY;;;;;;
1649;1;ONE;;;;;;
1650;1;FONESTAR;;;;;;
1651;1;ZyXEL;;;;;;
1652;1;H3C;;;;;;
1653;1;Qviart;;;;;;
1655;1;Vtech;;;;;;
1656;1;Makeblock;;;;;;
1657;1;Midland;;;;;;
1658;1;Skullkiller;;;;;;
1660;1;Trolls;;;;;;
1661;1;"Super Wings";;;;;;
1662;1;AEG;;;;;;
1663;1;Agrado;;;;;;
1664;1;Agrocosmetic;;;;;;
1665;1;"Agua Lavanda";;;;;;
1666;1;"All Sins 18k";;;;;;
1667;1;Alqvimia;;;;;;
1668;1;Anian;;;;;;
1669;1;"Anne Möller";;;;;;
1670;1;Artero;;;;;;
1671;1;"Avena Kinesia";;;;;;
1672;1;Avene;;;;;;
1673;1;Axe;;;;;;
1674;1;Azalea;;;;;;
1675;1;Barbie;;;;;;
1676;1;"Bella Aurora";;;;;;
1677;1;Beter;;;;;;
1678;1;Binaca;;;;;;
1679;1;Bioderma;;;;;;
1680;1;Byly;;;;;;
1681;1;Calber;;;;;;
1682;1;"Clair Matin";;;;;;
1683;1;Clynol;;;;;;
1684;1;"Comme Des Garçons";;;;;;
1685;1;"Crazy Color";;;;;;
1686;1;Cygnetic;;;;;;
1687;1;Delial;;;;;;
1688;1;"Devota & Lomba";;;;;;
1689;1;Dexeus;;;;;;
1690;1;Diadermine;;;;;;
1691;1;Disney;;;;;;
1692;1;Scholl;;;;;;
1693;1;Dove;;;;;;
1694;1;"Dr. Rimpler";;;;;;
1695;1;"Eau Jeune";;;;;;
1696;1;Ecran;;;;;;
1697;1;"El Niño";;;;;;
1698;1;Eos;;;;;;
1699;1;"Escentric Molecules";;;;;;
1700;1;Essie;;;;;;
1701;1;"Eve Lom";;;;;;
1702;1;Fa;;;;;;
1703;1;Flashmob;;;;;;
1704;1;"Fleur De Jour";;;;;;
1705;1;Geniol;;;;;;
1706;1;"Hannibal Laguna";;;;;;
1707;1;Hansaplast;;;;;;
1708;1;Harmonize;;;;;;
1709;1;"Heno De Pravia";;;;;;
1710;1;I.c.o.n.;;;;;;
1711;1;"Id Italian";;;;;;
1712;1;Innoatek;;;;;;
1713;1;"Instituto Español";;;;;;
1714;1;Invisibobble;;;;;;
1715;1;"Isabelle Lancray";;;;;;
1716;1;Jacq's;;;;;;
1717;1;Jaguar;;;;;;
1718;1;"Jean Patou";;;;;;
1719;1;"Jeanne Piaubert";;;;;;
1720;1;Johnson's;;;;;;
1721;1;Joico;;;;;;
1722;1;Kemphor;;;;;;
1723;1;Kerzo;;;;;;
1724;1;"La Phyto";;;;;;
1725;1;"La Roche Posay";;;;;;
1726;1;"La Toja";;;;;;
1727;1;Lactovit;;;;;;
1728;1;"Le Petit Marseillais";;;;;;
1729;1;Lea;;;;;;
1730;1;"Licor Del Polo";;;;;;
1731;1;Liposan;;;;;;
1732;1;"Living Proof";;;;;;
1733;1;Llongueras;;;;;;
1734;1;Luxina;;;;;;
1735;1;L´occitane;;;;;;
1736;1;Magno;;;;;;
1737;1;"Max Factor";;;;;;
1738;1;Mayfer;;;;;;
1740;1;Montana;;;;;;
1741;1;Mum;;;;;;
1742;1;"Natura Bissé";;;;;;
1743;1;"Natural Honey";;;;;;
1744;1;Naturalium;;;;;;
1745;1;Nelia;;;;;;
1746;1;Nenuco;;;;;;
1747;1;Neutrogena;;;;;;
1748;1;Nivea;;;;;;
1749;1;Olay;;;;;;
1750;1;Orlane;;;;;;
1751;1;Palmolive;;;;;;
1752;1;"Paul Mitchell";;;;;;
1753;1;"Petit Cheri";;;;;;
1754;1;Pond's;;;;;;
1755;1;Pod;;;;;;
1756;1;Pop;;;;;;
1757;1;Postquam;;;;;;
1758;1;Pranarôm;;;;;;
1759;1;Rexona;;;;;;
1760;1;Roc;;;;;;
1761;1;"Royale Ambree";;;;;;
1762;1;Ryelliss;;;;;;
1763;1;S3;;;;;;
1764;1;"Salon Hits";;;;;;
1765;1;"Salvador Dali";;;;;;
1766;1;Sanex;;;;;;
1767;1;"Shock Waves";;;;;;
1768;1;Singers;;;;;;
1769;1;St.tropez;;;;;;
1770;1;Stendhal;;;;;;
1771;1;Suiskin;;;;;;
1772;1;"The Color Institute";;;;;;
1773;1;"The Color Workshop";;;;;;
1774;1;"The Cosmetic Republic";;;;;;
1775;1;Timotei;;;;;;
1776;1;"Trendy Hair";;;;;;
1777;1;Tresemme;;;;;;
1778;1;Vasenol;;;;;;
1779;1;Vichy;;;;;;
1780;1;"Victoria's Secret";;;;;;
1781;1;Vida;;;;;;
1782;1;Vitesse;;;;;;
1783;1;Vous;;;;;;
1784;1;Williams;;;;;;
1785;1;"Real Madrid C.F.";;;;;;
1786;1;"F.C. Barcelona";;;;;;
1787;1;Bratz;;;;;;
1788;1;"Wagon Trend";;;;;;
1789;1;Asics;;;;;;
1790;1;Bobroff;;;;;;
1791;1;Boomerang;;;;;;
1792;1;Breil;;;;;;
1793;1;Bulova;;;;;;
1794;1;Bultaco;;;;;;
1795;1;Calypso;;;;;;
1796;1;"Camel Active";;;;;;
1797;1;Candino;;;;;;
1798;1;Caramelo;;;;;;
1799;1;Casio;;;;;;
1800;1;Certina;;;;;;
1801;1;Chronotech;;;;;;
1802;1;"Chupa Chups";;;;;;
1803;1;Citizen;;;;;;
1804;1;Converse;;;;;;
1805;1;Cool;;;;;;
1806;1;Cp5;;;;;;
1807;1;"Cristian Lay";;;;;;
1808;1;Cussi;;;;;;
1809;1;D&G;;;;;;
1810;1;DKNY;;;;;;
1811;1;Edox;;;;;;
1812;1;Esprit;;;;;;
1813;1;Festina;;;;;;
1814;1;Fila;;;;;;
1815;1;Fiorucci;;;;;;
1816;1;"Folli Follie";;;;;;
1817;1;Fossil;;;;;;
1818;1;Guess;;;;;;
1819;1;"Hip Hop";;;;;;
1820;1;"Hugo Boss";;;;;;
1821;1;Ice;;;;;;
1822;1;Ike;;;;;;
1823;1;"J. Springs";;;;;;
1824;1;"Just Cavalli";;;;;;
1825;1;"Kenneth Cole";;;;;;
1826;1;Kolber;;;;;;
1827;1;Kronos;;;;;;
1828;1;Lion;;;;;;
1829;1;Lorus;;;;;;
1830;1;Lotus;;;;;;
1831;1;"Lui Ro";;;;;;
1832;1;Mandarina;;;;;;
1833;1;Marea;;;;;;
1834;1;Mg;;;;;;
1835;1;Minister;;;;;;
1836;1;"Miss Sixty";;;;;;
1837;1;MOMO;;;;;;
1838;1;Morellato;;;;;;
1839;1;Mx;;;;;;
1840;1;"Mx Onda";;;;;;
1841;1;Nautica;;;;;;
1842;1;Nice;;;;;;
1843;1;Nike;;;;;;
1844;1;"Officina del Tempo";;;;;;
1845;1;Ops;;;;;;
1846;1;Orient;;;;;;
1847;1;"Paul Versan";;;;;;
1848;1;"Pepe Jeans";;;;;;
1849;1;"Pierre Cardin";;;;;;
1850;1;Police;;;;;;
1851;1;Polo;;;;;;
1852;1;Porsche;;;;;;
1853;1;Pulsar;;;;;;
1854;1;Puma;;;;;;
1855;1;"Raymond Weil";;;;;;
1856;1;Rebecca;;;;;;
1857;1;Redline;;;;;;
1858;1;Replay;;;;;;
1859;1;"Rocco Barocco";;;;;;
1860;1;Sandoz;;;;;;
1861;1;Sector;;;;;;
1862;1;Seiko;;;;;;
1863;1;Sneakers;;;;;;
1864;1;Söl;;;;;;
1865;1;Storm;;;;;;
1866;1;"The One";;;;;;
1867;1;Thermidor;;;;;;
1868;1;"Thomas Sabo";;;;;;
1869;1;"Time Force";;;;;;
1870;1;Timex;;;;;;
1872;1;"Toy Watch";;;;;;
1873;1;"Tw Steel";;;;;;
1874;1;"U.S. Polo Assn.";;;;;;
1875;1;Universal;;;;;;
1876;1;"Ussr Eagle";;;;;;
1877;1;V&L;;;;;;
1878;1;Viceroy;;;;;;
1879;1;"Vip Time";;;;;;
1880;1;Vuarnet;;;;;;
1881;1;"Watx & Colors";;;;;;
1882;1;Xernus;;;;;;
1883;1;Zenith;;;;;;
1884;1;Bikkembergs;;;;;;
1885;1;"My Imenso";;;;;;
1886;1;"Pedro Durán";;;;;;
1887;1;"GC Watches";;;;;;
1888;1;Belkin;;;;;;
1889;1;Braun;;;;;;
1890;1;Electrolux;;;;;;
1891;1;Hannspree;;;;;;
1892;1;HP;;;;;;
1893;1;Kensington;;;;;;
1894;1;Krups;;;;;;
1895;1;Kyocera;;;;;;
1896;1;LaCie;;;;;;
1897;1;"Mars Gaming";;;;;;
1898;1;Oral-B;;;;;;
1899;1;Ricoh;;;;;;
1900;1;Rowenta;;;;;;
1901;1;Saeco;;;;;;
1902;1;Tefal;;;;;;
1903;1;Vogel's;;;;;;
1904;1;"Whirlpool Corporation";;;;;;
1905;1;Xerox;;;;;;
1940;1;Vivanco;;;;;;
1942;1;Ruwido;;;;;;
1943;1;Saytes;;;;;;
1944;1;Soyntec;;;;;;
1946;1;"Siemens AG";;;;;;
1947;1;"Bose Corporation";;;;;;
1948;1;YAMAHA;;;;;;
1949;1;Zodiac;;;;;;
1950;1;Starblitz;;;;;;
1951;1;"One For All";;;;;;
1952;1;Screenline;;;;;;
1953;1;TM;;;;;;
1955;1;Mercury;;;;;;
1957;1;Sunstech;;;;;;
1958;1;Denon;;;;;;
1959;1;PEEKTON;;;;;;
1960;1;Panasonic;;;;;;
1961;1;Daewoo;;;;;;
1962;1;"Tokai Gakki Company";;;;;;
1963;1;Bench;;;;;;
1964;1;ELBE;;;;;;
1965;1;Sennheiser;;;;;;
1966;1;JVC;;;;;;
1967;1;Moulinex;;;;;;
1968;1;JATA;;;;;;
1969;1;Hoover;;;;;;
1970;1;Taurus;;;;;;
1971;1;Sogo;;;;;;
1972;1;UFESA;;;;;;
1973;1;POLTI;;;;;;
1974;1;COMELEC;;;;;;
1975;1;BOSCH;;;;;;
1976;1;Beurer;;;;;;
1977;1;Fagor;;;;;;
1978;1;Ariete;;;;;;
1979;1;A2E;;;;;;
1980;1;METRONIC;;;;;;
1981;1;SouthWing;;;;;;
1982;1;Pentax;;;;;;
1983;1;INFORAD;;;;;;
1984;1;OLYMPUS;;;;;;
1985;1;IMAGINA;;;;;;
1986;1;"QX MOBILE";;;;;;
1987;1;Nokia;;;;;;
1990;1;Plantronics;;;;;;
1991;1;Telecom;;;;;;
1993;1;SONY-ERICSSON;;;;;;
1994;1;Gazelle;;;;;;
1995;1;EDC;;;;;;
1996;1;"Happy Hands";;;;;;
1997;1;ZTE;;;;;;
1998;1;Energizer;;;;;;
1999;1;Motorola;;;;;;
2000;1;Bresser;;;;;;
2001;1;"Km Accesorios";;;;;;
2003;1;Franklin;;;;;;
